Date,vuzi,negative,neutral,positive,signal
2021-04-15,23.15999984741211,0.071428571,0.595238095,0.333333333,0.261904762
2021-04-16,22.93000030517578,0.074468085,0.617021277,0.308510638,0.234042553
2021-04-19,22.149999618530273,0.056603774,0.622641509,0.320754717,0.264150943
2021-04-20,20.579999923706055,0.072580645,0.532258065,0.39516129,0.322580645
2021-04-21,22.8700008392334,0.047619048,0.510204082,0.442176871,0.39455782300000003
2021-04-22,21.8799991607666,0.042735043,0.606837607,0.35042735,0.30769230700000005
2021-04-23,23.1299991607666,0.090909091,0.621212121,0.287878788,0.196969697
2021-04-26,25.81999969482422,0.006944444,0.638888889,0.354166667,0.347222223
2021-04-27,24.020000457763672,0.033707865,0.662921348,0.303370787,0.26966292199999997
2021-04-28,24.59000015258789,0.04,0.6,0.36,0.32
2021-04-29,23.68000030517578,0.101123596,0.584269663,0.314606742,0.213483146
2021-04-30,23.06999969482422,0.017857143,0.660714286,0.321428571,0.303571428
2021-05-03,21.5,0.035087719,0.570175439,0.394736842,0.35964912299999996
2021-05-04,21.690000534057617,0.084745763,0.593220339,0.322033898,0.23728813499999998
2021-05-05,20.780000686645508,0.075268817,0.559139785,0.365591398,0.290322581
2021-05-06,19.899999618530273,0.072289157,0.457831325,0.469879518,0.397590361
2021-05-07,18.81999969482422,0.03125,0.552083333,0.416666667,0.385416667
2021-05-10,17.290000915527344,0.071794872,0.564102564,0.364102564,0.292307692
2021-05-11,16.920000076293945,0.076923077,0.572115385,0.350961538,0.274038461
2021-05-12,15.65999984741211,0.043478261,0.550724638,0.405797101,0.36231884
2021-05-13,15.170000076293945,0.0,0.660377358,0.339622642,0.339622642
2021-05-14,15.699999809265137,0.04,0.32,0.64,0.6
2021-05-17,15.59000015258789,0.114285714,0.485714286,0.4,0.28571428600000004
2021-05-18,16.56999969482422,0.109589041,0.452054795,0.438356164,0.328767123
2021-05-19,16.030000686645508,0.089285714,0.517857143,0.392857143,0.303571429
2021-05-20,16.6299991607666,0.060606061,0.515151515,0.424242424,0.363636363
2021-05-21,16.0,0.054545455,0.472727273,0.472727273,0.418181818
2021-05-24,16.40999984741211,0.032608696,0.282608696,0.684782609,0.6521739129999999
2021-05-25,17.040000915527344,0.031746032,0.619047619,0.349206349,0.31746031700000005
